Methods,,Subjects,Tract,Distance
Proposed,21197,3532,CST,4.146702207367921
Proposed,21198,3533,AF,6.941995914355126
Proposed,21199,3533,ATR,4.346380491321552
Proposed,21200,3533,CA,7.098393409750648
Proposed,21201,3533,CC,4.674051464032247
Proposed,21202,3533,CG,3.698573599568933
Proposed,21203,3533,CST,3.9347464823336553
Proposed,21204,3534,AF,6.45353897882174
Proposed,21205,3534,ATR,4.246426180945019
Proposed,21206,3534,CA,7.11760672770495
Proposed,21207,3534,CC,5.431916753766882
Proposed,21208,3534,CG,3.8047567128171784
Proposed,21209,3534,CST,4.063568734376738
Proposed,21210,3535,AF,5.291362315112469
Proposed,21211,3535,ATR,3.398596826270984
Proposed,21212,3535,CA,3.758870227355305
Proposed,21213,3535,CC,5.074514044229107
Proposed,21214,3535,CG,4.35390349815535
Proposed,21215,3535,CST,4.020150233191197
Proposed,21216,3536,AF,5.394254563163826
Proposed,21217,3536,ATR,3.6877042635502986
Proposed,21218,3536,CA,5.345328909976244
Proposed,21219,3536,CC,5.2495590129818845
Proposed,21220,3536,CG,3.815387364925213
Proposed,21221,3536,CST,3.2097244252944255
Proposed,21222,3537,AF,5.1762423663747885
Proposed,21223,3537,ATR,3.073478635568062
Proposed,21224,3537,CA,3.316632333185531
Proposed,21225,3537,CC,5.212083307814109
Proposed,21226,3537,CG,3.651484889480292
Proposed,21227,3537,CST,3.9505938799080558
Proposed,21228,3538,AF,5.521164814613809
Proposed,21229,3538,ATR,3.32670558908898
Proposed,21230,3538,CA,4.102200040088619
Proposed,21231,3538,CC,4.869470292024891
Proposed,21232,3538,CG,4.290070055704409
Proposed,21233,3538,CST,5.330084878180592
Proposed,21234,3539,AF,6.030657632553316
Proposed,21235,3539,ATR,3.897402277967009
Proposed,21236,3539,CA,2.2214479751341534
Proposed,21237,3539,CC,4.983729352660357
Proposed,21238,3539,CG,4.979638834441579
Proposed,21239,3539,CST,4.86526417796559
Proposed,21240,3540,AF,6.246490263499892
Proposed,21241,3540,ATR,3.330649009148438
Proposed,21242,3540,CA,3.640348513557852
Proposed,21243,3540,CC,4.915000431360868
Proposed,21244,3540,CG,4.370004766699677
Proposed,21245,3540,CST,4.1870079228819135
Proposed,21246,3541,AF,5.491239267030508
Proposed,21247,3541,ATR,4.451831676664619
Proposed,21248,3541,CA,7.848330637034414
Proposed,21249,3541,CC,5.7885325350874
Proposed,21250,3541,CG,4.860987684359488
Proposed,21251,3541,CST,4.393296894550592
Proposed,21252,3542,AF,4.539251608201494
Proposed,21253,3542,ATR,3.184234046484231
Proposed,21254,3542,CA,4.777310278530125
Proposed,21255,3542,CC,6.4457066276157144
Proposed,21256,3542,CG,4.032817525115157
Proposed,21257,3542,CST,3.958168835886591
Proposed,21258,3543,AF,7.122087480670154
Proposed,21259,3543,ATR,3.9835859712895796
Proposed,21260,3543,CA,3.6571432493563343
Proposed,21261,3543,CC,5.669830152114157
Proposed,21262,3543,CG,4.355868498696288
Proposed,21263,3543,CST,4.491168937822287
Proposed,21264,3544,AF,5.479094142269976
Proposed,21265,3544,ATR,3.1545616643285794
Proposed,21266,3544,CA,3.176615696828752
Proposed,21267,3544,CC,5.421178353763056
Proposed,21268,3544,CG,4.233583658462922
Proposed,21269,3544,CST,4.551266745233248
Proposed,21270,3545,AF,5.687118832815715
Proposed,21271,3545,ATR,2.7190807437789015
Proposed,21272,3545,CA,3.806445974501892
Proposed,21273,3545,CC,5.92729996988477
Proposed,21274,3545,CG,3.8206079972466886
Proposed,21275,3545,CST,4.035118061978553
Proposed,21276,3546,AF,5.341373730954583
Proposed,21277,3546,ATR,3.376276290228613
Proposed,21278,3546,CA,7.633000590872699
Proposed,21279,3546,CC,5.280293844272235
Proposed,21280,3546,CG,4.314763953609447
Proposed,21281,3546,CST,4.270681555415451
Proposed,21282,3547,AF,5.441357638117593
Proposed,21283,3547,ATR,3.8035441687589353
Proposed,21284,3547,CA,4.433219089937167
Proposed,21285,3547,CC,5.580516582127784
Proposed,21286,3547,CG,3.966589750887637
Proposed,21287,3547,CST,4.712167948287953
Proposed,21288,3548,AF,5.5867360425299575
Proposed,21289,3548,ATR,3.7222841690374198
Proposed,21290,3548,CA,6.295350201687452
Proposed,21291,3548,CC,4.807746082652185
Proposed,21292,3548,CG,4.574761387998305
Proposed,21293,3548,CST,4.373018432857649
Proposed,21294,3549,AF,4.9967498351371376
Proposed,21295,3549,ATR,3.973420818554775
Proposed,21296,3549,CA,6.734585168001218
Proposed,21297,3549,CC,5.496035520868054
Proposed,21298,3549,CG,4.6760845141752005
Proposed,21299,3549,CST,4.712849215673225
Proposed,21300,3550,AF,5.222300604766975
Proposed,21301,3550,ATR,3.36418596149732
Proposed,21302,3550,CA,4.279226598880662
Proposed,21303,3550,CC,4.9836205985591056
Proposed,21304,3550,CG,3.2067418630802003
Proposed,21305,3550,CST,4.367195999455568
Proposed,21306,3551,AF,6.449385521964148
Proposed,21307,3551,ATR,2.8914826315221513
Proposed,21308,3551,CA,7.014089484291773
Proposed,21309,3551,CC,5.518825347304512
Proposed,21310,3551,CG,3.934955241659446
Proposed,21311,3551,CST,3.878621060722771
Proposed,21312,3552,AF,5.940388940795139
Proposed,21313,3552,ATR,4.177432287222266
Proposed,21314,3552,CA,5.776114471884877
Proposed,21315,3552,CC,6.23697849662812
Proposed,21316,3552,CG,4.166866210940126
Proposed,21317,3552,CST,4.578863349529753
Proposed,21318,3553,AF,5.9559536238900685
Proposed,21319,3553,ATR,3.1672450436378305
Proposed,21320,3553,CA,4.1924324363380325
Proposed,21321,3553,CC,5.0873394969864805
Proposed,21322,3553,CG,4.504366051658353
Proposed,21323,3553,CST,3.673944472583301
Proposed,21324,3554,AF,5.234240222905248
Proposed,21325,3554,ATR,4.1966246404246235
Proposed,21326,3554,CA,6.905710818440677
Proposed,21327,3554,CC,5.187116602041596
Proposed,21328,3554,CG,4.892037750292882
Proposed,21329,3554,CST,3.747083083168048
Proposed,21330,3555,AF,6.171388682692284
Proposed,21331,3555,ATR,3.771136290876268
Proposed,21332,3555,CA,3.673791928399443
Proposed,21333,3555,CC,5.16128328531214
Proposed,21334,3555,CG,4.7944232920025405
Proposed,21335,3555,CST,4.230774769341284
Proposed,21336,3556,AF,7.874557377524598
Proposed,21337,3556,ATR,4.876889752756646
Proposed,21338,3556,CA,8.284130675729376
Proposed,21339,3556,CC,4.9780627715052725
Proposed,21340,3556,CG,4.27263065880084
Proposed,21341,3556,CST,3.796390289749057
Proposed,21342,3557,AF,4.460029187458309
Proposed,21343,3557,ATR,3.1019044852588458
Proposed,21344,3557,CA,3.1802643056853426
Proposed,21345,3557,CC,5.654681844485601
Proposed,21346,3557,CG,5.013928115136232
Proposed,21347,3557,CST,6.06352193243999
Proposed,21348,3558,AF,6.819808393326896
Proposed,21349,3558,ATR,3.639174329217035
Proposed,21350,3558,CA,4.367936722698172
Proposed,21351,3558,CC,5.273424005931698
Proposed,21352,3558,CG,4.126628304297892
Proposed,21353,3558,CST,3.688274418778976
Proposed,21354,3559,AF,6.526412539870514
Proposed,21355,3559,ATR,4.048299605652815
Proposed,21356,3559,CA,5.457167212716437
Proposed,21357,3559,CC,5.515265651917798
Proposed,21358,3559,CG,4.977477508385518
Proposed,21359,3559,CST,4.483185877640342
Proposed,21360,3560,AF,5.057970557105308
Proposed,21361,3560,ATR,3.5079758284084193
Proposed,21362,3560,CA,3.5545806565956046
Proposed,21363,3560,CC,4.870478088450558
Proposed,21364,3560,CG,4.410034411138526
Proposed,21365,3560,CST,4.547058038910619
Proposed,21366,3561,AF,6.447214615396336
Proposed,21367,3561,ATR,4.197314649804304
Proposed,21368,3561,CA,6.416047766067694
Proposed,21369,3561,CC,5.710656149544155
Proposed,21370,3561,CG,4.835978618712361
Proposed,21371,3561,CST,4.5044285340223125
Proposed,21372,3562,AF,6.355256885329829
Proposed,21373,3562,ATR,3.3092537941927787
Proposed,21374,3562,CA,2.8281124931344195
Proposed,21375,3562,CC,5.080453681993377
Proposed,21376,3562,CG,4.0252456474801885
Proposed,21377,3562,CST,3.911578976029262
Proposed,21378,3563,AF,6.0924642892641705
Proposed,21379,3563,ATR,3.0042058109749186
Proposed,21380,3563,CA,2.495674857331784
Proposed,21381,3563,CC,4.782223247556525
Proposed,21382,3563,CG,4.220120835591046
Proposed,21383,3563,CST,3.315045930730263
Proposed,21384,3564,AF,7.625086210658865
Proposed,21385,3564,ATR,3.028158060638786
Proposed,21386,3564,CA,2.4842033568208435
Proposed,21387,3564,CC,5.591987553572293
Proposed,21388,3564,CG,4.836531212278682
Proposed,21389,3564,CST,3.957467215449966
Proposed,21390,3565,AF,5.476586114768928
Proposed,21391,3565,ATR,3.5235439209756816
Proposed,21392,3565,CA,4.182554521117297
Proposed,21393,3565,CC,6.1785712570663724
Proposed,21394,3565,CG,4.668002033722296
Proposed,21395,3565,CST,3.8712308327742746
Proposed,21396,3566,AF,5.856044145151526
Proposed,21397,3566,ATR,4.184209364830201
Proposed,21398,3566,CA,6.046454429241843
Proposed,21399,3566,CC,5.902773463604242
Proposed,21400,3566,CG,5.207209887362024
Proposed,21401,3566,CST,4.747431181930835
Proposed,21402,3567,AF,5.0393443213244264
Proposed,21403,3567,ATR,3.392991860122725
Proposed,21404,3567,CA,6.1260367401871365
Proposed,21405,3567,CC,5.4957168453982685
Proposed,21406,3567,CG,4.080903310532468
Proposed,21407,3567,CST,6.497330287476183
Proposed,21408,3568,AF,6.205837222502827
Proposed,21409,3568,ATR,3.2660580257602208
Proposed,21410,3568,CA,5.305404470132883
Proposed,21411,3568,CC,4.782864615037375
Proposed,21412,3568,CG,4.6069299998641515
Proposed,21413,3568,CST,3.7605869087209185
Proposed,21414,3569,AF,5.020480037544364
Proposed,21415,3569,ATR,3.480209195251415
Proposed,21416,3569,CA,5.075157255215996
Proposed,21417,3569,CC,6.1916307400146335
Proposed,21418,3569,CG,4.734306192793726
Proposed,21419,3569,CST,3.0606196036906392
Proposed,21420,3570,AF,6.013140338593119
Proposed,21421,3570,ATR,4.483838115664359
Proposed,21422,3570,CA,5.6323830415083185
Proposed,21423,3570,CC,5.14514012152936
Proposed,21424,3570,CG,4.828278123488037
Proposed,21425,3570,CST,5.486463732450992
Proposed,21426,3571,AF,6.416839133413785
Proposed,21427,3571,ATR,3.3721781335958028
Proposed,21428,3571,CA,5.82490954373896
Proposed,21429,3571,CC,6.206290112072007
Proposed,21430,3571,CG,5.8512803313866275
Proposed,21431,3571,CST,4.693746307573699
Proposed,21432,3572,AF,6.22845885345066
Proposed,21433,3572,ATR,3.890153671174742
Proposed,21434,3572,CA,2.687039598303632
Proposed,21435,3572,CC,5.659644509394285
Proposed,21436,3572,CG,4.635896840115449
Proposed,21437,3572,CST,3.9032105943954933
Proposed,21438,3573,AF,5.3937967213060665
Proposed,21439,3573,ATR,3.714234031658546
Proposed,21440,3573,CA,2.8577836409447
Proposed,21441,3573,CC,6.091974887947488
Proposed,21442,3573,CG,3.9171141038274673
Proposed,21443,3573,CST,3.545504297318514
Proposed,21444,3574,AF,5.561176294833484
Proposed,21445,3574,ATR,3.3905507576531715
Proposed,21446,3574,CA,7.376433730818428
Proposed,21447,3574,CC,5.892374018066602
Proposed,21448,3574,CG,4.0909889324152235
Proposed,21449,3574,CST,3.6834529621436816
Proposed,21450,3575,AF,5.323341584736885
Proposed,21451,3575,ATR,3.9933607559581956
Proposed,21452,3575,CA,2.893033573357413
Proposed,21453,3575,CC,5.103138221834277
Proposed,21454,3575,CG,3.3396892501456112
Proposed,21455,3575,CST,3.1051962121466925
Proposed,21456,3576,AF,5.399912280957929
Proposed,21457,3576,ATR,3.4497567939058666
Proposed,21458,3576,CA,3.2284321662497844
Proposed,21459,3576,CC,6.174678562694125
Proposed,21460,3576,CG,4.890901937471279
Proposed,21461,3576,CST,3.6738315380560653
Proposed,21462,3577,AF,6.182897069227231
Proposed,21463,3577,ATR,4.304797900754191
Proposed,21464,3577,CA,4.329883077324037
Proposed,21465,3577,CC,5.415058147440037
Proposed,21466,3577,CG,4.894499068959132
Proposed,21467,3577,CST,3.2939465054746115
Proposed,21468,3578,AF,5.376259726631077
Proposed,21469,3578,ATR,4.064600959789476
Proposed,21470,3578,CA,3.364948566555649
Proposed,21471,3578,CC,6.242805621699064
Proposed,21472,3578,CG,3.620448462201611
Proposed,21473,3578,CST,3.087948942691771
Proposed,21474,3579,AF,4.686694350627624
Proposed,21475,3579,ATR,3.13773882088158
Proposed,21476,3579,CA,7.1524659514402185
Proposed,21477,3579,CC,5.760288014746362
Proposed,21478,3579,CG,3.812569498304914
Proposed,21479,3579,CST,4.26793018896043
Proposed,21480,3580,AF,6.6687576015869965
Proposed,21481,3580,ATR,4.4091586792523625
Proposed,21482,3580,CA,3.488493448333777
Proposed,21483,3580,CC,5.373648696704338
Proposed,21484,3580,CG,4.982525879402119
Proposed,21485,3580,CST,4.140837459672601
Proposed,21486,3581,AF,7.58911574732056
Proposed,21487,3581,ATR,3.2242869646923435
Proposed,21488,3581,CA,2.866992942361301
Proposed,21489,3581,CC,5.691500305844842
Proposed,21490,3581,CG,5.674131748931347
Proposed,21491,3581,CST,4.043525299531882
Proposed,21492,3582,AF,5.5931208250476825
Proposed,21493,3582,ATR,2.91335822493278
Proposed,21494,3582,CA,6.516459931363606
Proposed,21495,3582,CC,5.84958663655219
Proposed,21496,3582,CG,4.993379968716844
Proposed,21497,3582,CST,3.561979983333773
Proposed,21498,3583,AF,5.274697383603197
Proposed,21499,3583,ATR,4.610965079818493
Proposed,21500,3583,CA,2.012047065679017
Proposed,21501,3583,CC,5.6766207765502905
Proposed,21502,3583,CG,4.170456705162551
Proposed,21503,3583,CST,3.3455157443258368
Proposed,21504,3584,AF,5.062421712166283
Proposed,21505,3584,ATR,4.2662591497697315
Proposed,21506,3584,CA,4.676313324015043
Proposed,21507,3584,CC,6.780687809113024
Proposed,21508,3584,CG,4.638818863032069
Proposed,21509,3584,CST,3.477788265090833
Proposed,21510,3585,AF,7.340549660967208
Proposed,21511,3585,ATR,4.673515981622343
Proposed,21512,3585,CA,4.316898274917316
Proposed,21513,3585,CC,5.72712711741679
Proposed,21514,3585,CG,4.702888070433613
Proposed,21515,3585,CST,3.8182297406278085
Proposed,21516,3586,AF,5.788570484924731
Proposed,21517,3586,ATR,3.5037010598147065
Proposed,21518,3586,CA,3.343471515628184
Proposed,21519,3586,CC,5.631744858843777
Proposed,21520,3586,CG,5.366473187280815
Proposed,21521,3586,CST,3.2797441669558096
Proposed,21522,3587,AF,6.6266402230831485
Proposed,21523,3587,ATR,4.361853683074092
Proposed,21524,3587,CA,3.114200365443955
Proposed,21525,3587,CC,6.388914742888232
Proposed,21526,3587,CG,3.6585425118636663
Proposed,21527,3587,CST,3.7624303321751658
Proposed,21528,3588,AF,6.376465419224435
Proposed,21529,3588,ATR,3.6355086908281264
Proposed,21530,3588,CA,2.444612320215672
Proposed,21531,3588,CC,5.9208967601771585
Proposed,21532,3588,CG,4.6448322463408225
Proposed,21533,3588,CST,3.929274298327
Proposed,21534,3589,AF,5.536595909244785
Proposed,21535,3589,ATR,3.8290123460568073
Proposed,21536,3589,CA,4.765911772907768
Proposed,21537,3589,CC,5.403997798977852
Proposed,21538,3589,CG,4.859138286723818
Proposed,21539,3589,CST,3.2674542414096277
Proposed,21540,3590,AF,7.171368251631632
Proposed,21541,3590,ATR,3.7059809457115964
Proposed,21542,3590,CA,1.9962755838467796
Proposed,21543,3590,CC,5.811162388060442
Proposed,21544,3590,CG,5.504704533153972
Proposed,21545,3590,CST,3.8525592862043925
Proposed,21546,3591,AF,5.839359484161279
Proposed,21547,3591,ATR,3.4839016700830774
Proposed,21548,3591,CA,4.125319632530187
Proposed,21549,3591,CC,5.776795781312289
Proposed,21550,3591,CG,4.247901831737998
Proposed,21551,3591,CST,3.913153701859523
Proposed,21552,3592,AF,5.166106258568153
Proposed,21553,3592,ATR,3.002689484430323
Proposed,21554,3592,CA,2.9625071660410263
Proposed,21555,3592,CC,5.540844983092456
Proposed,21556,3592,CG,4.738822158925688
Proposed,21557,3592,CST,2.87458750371079
Proposed,21558,3593,AF,7.713439673859963
Proposed,21559,3593,ATR,3.406576481923813
Proposed,21560,3593,CA,6.450578550607057
Proposed,21561,3593,CC,5.755924490534153
Proposed,21562,3593,CG,5.498131663648591
Proposed,21563,3593,CST,3.966449024992504
Proposed,21564,3594,AF,5.53319575748448
Proposed,21565,3594,ATR,4.0386872029531
Proposed,21566,3594,CA,2.9042108914299827
Proposed,21567,3594,CC,5.8837267288222215
Proposed,21568,3594,CG,4.950931558904669
Proposed,21569,3594,CST,4.0127919379405395
Proposed,21570,3595,AF,6.054343357439426
Proposed,21571,3595,ATR,3.143717642308251
Proposed,21572,3595,CA,5.952381445046258
Proposed,21573,3595,CC,5.636818439582654
Proposed,21574,3595,CG,5.142218535923043
Proposed,21575,3595,CST,4.692044422844493
Proposed,21576,3596,AF,4.834746801481747
Proposed,21577,3596,ATR,3.4966426216379243
Proposed,21578,3596,CA,2.4109265785790384
Proposed,21579,3596,CC,6.347899679541664
Proposed,21580,3596,CG,4.743091805736755
Proposed,21581,3596,CST,4.081344652068958
Proposed,21582,3597,AF,6.287747240323628
Proposed,21583,3597,ATR,3.915969129143431
Proposed,21584,3597,CA,2.111652333906929
Proposed,21585,3597,CC,5.334008895791633
Proposed,21586,3597,CG,4.654687558386742
Proposed,21587,3597,CST,3.1494690558735496
Proposed,21588,3598,AF,5.376115990004795
Proposed,21589,3598,ATR,3.8697723746841914
Proposed,21590,3598,CA,7.443416654488464
Proposed,21591,3598,CC,5.652752809305294
Proposed,21592,3598,CG,3.7415475405069065
Proposed,21593,3598,CST,3.4847284077450205
Proposed,21594,3599,AF,5.446196788088898
Proposed,21595,3599,ATR,2.7311384859455177
Proposed,21596,3599,CA,6.551155804340759
Proposed,21597,3599,CC,5.283343968902794
Proposed,21598,3599,CG,4.913726510690234
Proposed,21599,3599,CST,3.4977540310588666
Proposed,21600,3600,AF,7.202072293369094
Proposed,21601,3600,ATR,3.2481169999493695
Proposed,21602,3600,CA,3.153941428027908
Proposed,21603,3600,CC,5.715822551211048
Proposed,21604,3600,CG,6.4125374843187055
Proposed,21605,3600,CST,4.133767836175391
Proposed,21606,3601,AF,6.376706716382504
Proposed,21607,3601,ATR,3.874177074804169
Proposed,21608,3601,CA,3.0617629189414792
Proposed,21609,3601,CC,5.508179246803271
Proposed,21610,3601,CG,4.25146618642388
Proposed,21611,3601,CST,3.995434871826643
Proposed,21612,3602,AF,5.069764687117312
Proposed,21613,3602,ATR,3.3073212583669163
Proposed,21614,3602,CA,4.116859174203944
Proposed,21615,3602,CC,5.525898792116202
Proposed,21616,3602,CG,4.243427761983743
Proposed,21617,3602,CST,3.7854609627740716
Proposed,21618,3603,AF,5.82845844204464
Proposed,21619,3603,ATR,3.5582179645321466
Proposed,21620,3603,CA,3.349246345069879
Proposed,21621,3603,CC,5.848308076161861
Proposed,21622,3603,CG,4.6444646201189554
Proposed,21623,3603,CST,3.33393890387354
Proposed,21624,3604,AF,7.05728884606666
Proposed,21625,3604,ATR,4.598543512837573
Proposed,21626,3604,CA,3.4206518718377072
Proposed,21627,3604,CC,5.911191006143618
Proposed,21628,3604,CG,5.323180806108742
Proposed,21629,3604,CST,4.751145912091948
Proposed,21630,3605,AF,4.953536901488114
Proposed,21631,3605,ATR,3.983329617906251
Proposed,21632,3605,CA,2.697246477950657
Proposed,21633,3605,CC,5.597320903823831
Proposed,21634,3605,CG,3.628988483656457
Proposed,21635,3605,CST,3.0636228937208903
Proposed,21636,3606,AF,5.658118171163754
Proposed,21637,3606,ATR,3.679104402048432
Proposed,21638,3606,CA,3.460047226918689
Proposed,21639,3606,CC,5.538173028777208
Proposed,21640,3606,CG,5.285179068487633
Proposed,21641,3606,CST,4.056801036689785
Proposed,21642,3607,AF,6.243016127261819
Proposed,21643,3607,ATR,3.0655246177236175
Proposed,21644,3607,CA,3.602012203233068
Proposed,21645,3607,CC,5.397498089660389
Proposed,21646,3607,CG,3.533336049233
Proposed,21647,3607,CST,3.5138959572416693
Proposed,21648,3608,AF,8.378344277730761
Proposed,21649,3608,ATR,5.290014147943827
Proposed,21650,3608,CA,8.308823795238117
Proposed,21651,3608,CC,5.25405157326742
Proposed,21652,3608,CG,4.702342255340963
Proposed,21653,3608,CST,3.7240614518556514
Proposed,21654,3609,AF,5.998201206223823
Proposed,21655,3609,ATR,4.0116821692284335
Proposed,21656,3609,CA,5.935491394018539
Proposed,21657,3609,CC,6.331696493290683
Proposed,21658,3609,CG,5.104795169794923
Proposed,21659,3609,CST,4.197497976884356
Proposed,21660,3610,AF,5.1504622446492085
Proposed,21661,3610,ATR,3.911494375057112
Proposed,21662,3610,CA,2.530539351593469
Proposed,21663,3610,CC,5.985934174376882
Proposed,21664,3610,CG,3.8606875072649167
Proposed,21665,3610,CST,3.68212853264673
Proposed,21666,3611,AF,6.535821394841958
Proposed,21667,3611,ATR,4.328202785013014
Proposed,21668,3611,CA,5.515601901870824
Proposed,21669,3611,CC,5.671492317043491
Proposed,21670,3611,CG,5.261009546586495
Proposed,21671,3611,CST,4.266220157501899
Proposed,21672,3612,AF,7.142866131996191
Proposed,21673,3612,ATR,4.213025282906008
Proposed,21674,3612,CA,4.471579325881128
Proposed,21675,3612,CC,5.3786202794050295
Proposed,21676,3612,CG,5.28167595909893
Proposed,21677,3612,CST,3.678966155227631
Proposed,21678,3613,AF,5.7640671869334295
Proposed,21679,3613,ATR,4.446933892051878
Proposed,21680,3613,CA,3.058989763537
Proposed,21681,3613,CC,5.818574237716526
Proposed,21682,3613,CG,5.246038576420888
Proposed,21683,3613,CST,4.1506839449669215
Proposed,21684,3614,AF,6.305139712000105
Proposed,21685,3614,ATR,2.8531137252692393
Proposed,21686,3614,CA,5.113820569497378
Proposed,21687,3614,CC,5.483454782632083
Proposed,21688,3614,CG,4.792793432751801
Proposed,21689,3614,CST,3.3455986063510075
Proposed,21690,3615,AF,5.173755661379339
Proposed,21691,3615,ATR,3.534970194736974
Proposed,21692,3615,CA,4.422544137580091
Proposed,21693,3615,CC,5.398702434778714
Proposed,21694,3615,CG,4.509606197035138
Proposed,21695,3615,CST,3.0891178018461325
Proposed,21696,3616,AF,5.591734797082154
Proposed,21697,3616,ATR,4.2163104880907305
Proposed,21698,3616,CA,3.9386083271140286
Proposed,21699,3616,CC,6.174041959555753
Proposed,21700,3616,CG,5.29812702898822
Proposed,21701,3616,CST,4.157650335153077
Proposed,21702,3617,AF,5.575020121218743
Proposed,21703,3617,ATR,3.0988050247118153
Proposed,21704,3617,CA,2.03333148992699
Proposed,21705,3617,CC,5.253469107924618
Proposed,21706,3617,CG,4.1974610846747575
Proposed,21707,3617,CST,3.5712992256035174
Proposed,21708,3618,AF,6.594417221268328
Proposed,21709,3618,ATR,5.253604319045882
Proposed,21710,3618,CA,2.9625078193619876
Proposed,21711,3618,CC,6.458988310181833
Proposed,21712,3618,CG,5.1199473600975995
Proposed,21713,3618,CST,5.896337862893649
Proposed,21714,3619,AF,4.976478865729223
Proposed,21715,3619,ATR,3.4644788253497683
Proposed,21716,3619,CA,6.053222457712942
Proposed,21717,3619,CC,5.284032391894786
Proposed,21718,3619,CG,4.703837451868789
Proposed,21719,3619,CST,4.596660340789473
Proposed,21720,3620,AF,5.625667465238244
Proposed,21721,3620,ATR,3.746731828443864
Proposed,21722,3620,CA,3.021434504276103
Proposed,21723,3620,CC,5.615009104658226
Proposed,21724,3620,CG,3.84849669798275
Proposed,21725,3620,CST,3.1169537167328842
Proposed,21726,3621,AF,6.419331425472217
Proposed,21727,3621,ATR,4.6183236440071305
Proposed,21728,3621,CA,3.682571362940803
Proposed,21729,3621,CC,6.499677467399458
Proposed,21730,3621,CG,4.33171256756923
Proposed,21731,3621,CST,3.6604121221708192
Proposed,21732,3622,AF,7.449170686256708
Proposed,21733,3622,ATR,4.903981060915438
Proposed,21734,3622,CA,3.7365202532014483
Proposed,21735,3622,CC,6.009020162193833
Proposed,21736,3622,CG,4.357530600412502
Proposed,21737,3622,CST,5.087979238427248
Proposed,21738,3623,AF,5.4061684232500555
Proposed,21739,3623,ATR,4.717220710058873
Proposed,21740,3623,CA,5.390297246297381
Proposed,21741,3623,CC,6.4464790060691
Proposed,21742,3623,CG,4.365200143729895
Proposed,21743,3623,CST,4.704544269684223
Proposed,21744,3624,AF,5.364417266883351
Proposed,21745,3624,ATR,3.0908110385051186
Proposed,21746,3624,CA,2.823396223915333
Proposed,21747,3624,CC,5.2446158456006
Proposed,21748,3624,CG,4.375160909436889
Proposed,21749,3624,CST,3.1856614562903482
Proposed,21750,3625,AF,5.351359858429793
Proposed,21751,3625,ATR,3.089745573192562
Proposed,21752,3625,CA,8.261598763173328
Proposed,21753,3625,CC,5.352858288380559
Proposed,21754,3625,CG,3.4836920122007204
Proposed,21755,3625,CST,2.825296942653529
Proposed,21756,3626,AF,5.903487564954934
Proposed,21757,3626,ATR,3.376958030944973
Proposed,21758,3626,CA,3.068282049855151
Proposed,21759,3626,CC,5.917133173340188
Proposed,21760,3626,CG,4.514862817636699
Proposed,21761,3626,CST,3.4400709824365197
Proposed,21762,3627,AF,4.790355685447524
Proposed,21763,3627,ATR,4.3552136334779
Proposed,21764,3627,CA,3.5528955880973974
Proposed,21765,3627,CC,5.177608788711263
Proposed,21766,3627,CG,4.4619943759704555
Proposed,21767,3627,CST,3.190459358019167
Proposed,21768,3628,AF,7.422880838851992
Proposed,21769,3628,ATR,3.317445745435085
Proposed,21770,3628,CA,4.872048035885813
Proposed,21771,3628,CC,4.911371058420004
Proposed,21772,3628,CG,4.599491419157004
Proposed,21773,3628,CST,3.7792080182352965
Proposed,21774,3629,AF,7.320006435522784
Proposed,21775,3629,ATR,3.1971264721054755
Proposed,21776,3629,CA,3.000485964972972
Proposed,21777,3629,CC,4.812135075187637
Proposed,21778,3629,CG,3.853881681539392
Proposed,21779,3629,CST,3.1271874573662872
Proposed,21780,3630,AF,5.948277275950456
Proposed,21781,3630,ATR,3.8071173880657856
Proposed,21782,3630,CA,9.11132420921622
Proposed,21783,3630,CC,5.851551311236417
Proposed,21784,3630,CG,3.9669526684283727
Proposed,21785,3630,CST,5.129430682226788
Proposed,21786,3631,AF,6.491983858917679
Proposed,21787,3631,ATR,4.406156825184731
Proposed,21788,3631,CA,3.916804741648475
Proposed,21789,3631,CC,5.347706212982446
Proposed,21790,3631,CG,4.312194573936427
Proposed,21791,3631,CST,4.2880040001563335
Proposed,21792,3632,AF,8.089938914678383
Proposed,21793,3632,ATR,4.484518909356177
Proposed,21794,3632,CA,3.155107529634357
Proposed,21795,3632,CC,5.060053371193155
Proposed,21796,3632,CG,6.424351158692103
Proposed,21797,3632,CST,3.2652595192705984
Proposed,21798,3633,AF,6.716983681806745
Proposed,21799,3633,ATR,3.606574924851321
Proposed,21800,3633,CA,6.3253564910783435
Proposed,21801,3633,CC,5.172526481094277
Proposed,21802,3633,CG,3.6235583113180008
Proposed,21803,3633,CST,3.4399252665784283
Proposed,21804,3634,AF,6.415349647105767
Proposed,21805,3634,ATR,3.061280232725305
Proposed,21806,3634,CA,2.656016512270581
Proposed,21807,3634,CC,5.604607064456963
Proposed,21808,3634,CG,3.8895737609706984
Proposed,21809,3634,CST,3.856776815754044
Proposed,21810,3635,AF,5.52225801420491
Proposed,21811,3635,ATR,3.716213048130322
Proposed,21812,3635,CA,4.875040097826654
Proposed,21813,3635,CC,6.089466336851822
Proposed,21814,3635,CG,5.668619008971989
Proposed,21815,3635,CST,3.1974381643825946
Proposed,21816,3636,AF,7.87057769430775
Proposed,21817,3636,ATR,4.003276635509952
Proposed,21818,3636,CA,4.289296090386471
Proposed,21819,3636,CC,5.016934054770998
