Dice,Tract,Method
0.8275309380426135,AF,Proposed
0.8379090453374369,AF,Proposed
0.8370094297778213,AF,Proposed
0.8269119916154765,AF,Proposed
0.8057289215176874,AF,Proposed
0.8142105581423474,AF,Proposed
0.7865504731271272,AF,Proposed
0.8321992434235376,AF,Proposed
0.8251340196404005,AF,Proposed
0.8316336662578121,AF,Proposed
0.8211101593697595,AF,Proposed
0.8184038639299204,AF,Proposed
0.8267877837217742,AF,Proposed
0.83235959131169,AF,Proposed
0.7548522062526634,AF,Proposed
0.8298694111807763,AF,Proposed
0.8309972744344304,AF,Proposed
0.8285396995140754,AF,Proposed
0.828568867106954,AF,Proposed
0.8169073468957521,AF,Proposed
0.8358912564290962,AF,Proposed
0.8256217836274293,AF,Proposed
0.8250270092536052,AF,Proposed
0.8044623145327396,AF,Proposed
0.8068587323179026,AF,Proposed
0.7758524174628434,AF,Proposed
0.8314172204057237,AF,Proposed
0.8244427299206335,AF,Proposed
0.8304187257402357,AF,Proposed
0.8211262892086769,AF,Proposed
0.8097379017316766,AF,Proposed
0.8312782948985072,AF,Proposed
0.8189608875989808,AF,Proposed
0.7648212714653458,AF,Proposed
0.8317630140926086,AF,Proposed
0.8249346948468297,AF,Proposed
0.8299491765625764,AF,Proposed
0.8232957434716281,AF,Proposed
0.8335395222023373,AF,Proposed
0.8287739906855329,AF,Proposed
0.8268456697920229,AF,Proposed
0.8149381571395233,AF,Proposed
0.8224742087995709,AF,Proposed
0.7830967060973884,AF,Proposed
0.8405179380653349,AF,Proposed
0.8269555224099567,AF,Proposed
0.8333594116726647,AF,Proposed
0.8320330483905085,AF,Proposed
0.8157637086025784,AF,Proposed
0.8357638260659791,AF,Proposed
0.8282669186748569,AF,Proposed
0.7714804383517759,AF,Proposed
0.8293986689301511,AF,Proposed
0.8249155185070588,AF,Proposed
0.8239641098375325,AF,Proposed
0.8427626834842763,AF,Proposed
0.8358935049100973,AF,Proposed
0.8284205707309629,AF,Proposed
0.8143199439844288,AF,Proposed
0.823207367418228,AF,Proposed
0.7851306868106648,AF,Proposed
0.8377849924773559,AF,Proposed
0.8335531883120115,AF,Proposed
0.8334006981444056,AF,Proposed
0.8346868704785313,AF,Proposed
0.8310633890257789,AF,Proposed
0.8365718634539139,AF,Proposed
0.8268672833096999,AF,Proposed
0.7761945589896433,AF,Proposed
0.8313307003340046,AF,Proposed
0.834204985396998,AF,Proposed
0.8310541088880776,AF,Proposed
0.8292319517530894,AF,Proposed
0.8143786317224229,AF,Proposed
0.8018124457963073,AF,Proposed
0.8006413881827956,AF,Proposed
0.763024757458978,AF,Proposed
0.8263235136199305,AF,Proposed
0.8227676151142462,AF,Proposed
0.8239005403589998,AF,Proposed
0.8021995052972866,AF,Proposed
0.8038240773374956,AF,Proposed
0.8280433933347358,AF,Proposed
0.8225328201490715,AF,Proposed
0.7471760333490682,AF,Proposed
0.825178264076715,AF,Proposed
0.8240792242025586,AF,Proposed
0.8402210233309,AF,Proposed
0.8328022324241606,AF,Proposed
0.8115673172178368,AF,Proposed
0.8197304380381879,AF,Proposed
0.7765916349026476,AF,Proposed
0.8394727543852295,AF,Proposed
0.8350436026956617,AF,Proposed
0.8332329921733895,AF,Proposed
0.8253665944680957,AF,Proposed
0.8219176350894488,AF,Proposed
0.8321869871609229,AF,Proposed
0.8308385417578505,AF,Proposed
0.7704716628385235,AF,Proposed
0.8343509252349081,AF,Proposed
0.8342771131868199,AF,Proposed
0.8252152054827006,AF,Proposed
0.8099076762063767,AF,Proposed
0.8133036765023013,AF,Proposed
0.7690860676313765,AF,Proposed
0.831548555809303,AF,Proposed
0.831381407681668,AF,Proposed
0.8326701994159663,AF,Proposed
0.8267889299301207,AF,Proposed
0.8152949690556998,AF,Proposed
0.8244956342938881,AF,Proposed
0.824623121373949,AF,Proposed
0.7610220737900915,AF,Proposed
0.8292589452657739,AF,Proposed
0.8342965396513273,AF,Proposed
0.8015226762800313,AF,Proposed
0.809002349685566,AF,Proposed
0.7769824886333674,AF,Proposed
0.8297162136294027,AF,Proposed
0.8242674501707298,AF,Proposed
0.8248630380005653,AF,Proposed
0.8280625407976128,AF,Proposed
0.8134743804991353,AF,Proposed
0.8250296810119869,AF,Proposed
0.8188336520076482,AF,Proposed
0.7712713814144243,AF,Proposed
0.8241371213899976,AF,Proposed
0.825632009699909,AF,Proposed
0.8156908065373983,AF,Proposed
0.7901591502935288,AF,Proposed
0.8110732388343165,AF,Proposed
0.8043071582398509,AF,Proposed
0.82232045177161,AF,Proposed
0.8088617625293875,AF,Proposed
0.8042587170614852,AF,Proposed
0.809015255709007,AF,Proposed
0.7995103739518943,AF,Proposed
0.7871594699614248,AF,Proposed
0.8037557180375572,AF,Proposed
0.8090002295976938,AF,Proposed
0.7968670368284112,AF,Proposed
0.8176848494648399,AF,Proposed
0.8151956983233122,AF,Proposed
0.8167492120666366,AF,Proposed
0.8138140859658208,AF,Proposed
0.8130265225997804,AF,Proposed
0.8165659705683271,AF,Proposed
0.8067857769920506,AF,Proposed
0.7833681571249478,AF,Proposed
0.811025398664512,AF,Proposed
0.8182500394135267,AF,Proposed
0.7806089383682505,AF,Proposed
0.7772105049020251,AF,Proposed
0.77837433210294,AF,Proposed
0.7778134446138619,AF,Proposed
0.7782014941098898,AF,Proposed
0.7756907792610991,AF,Proposed
0.7717839733867595,AF,Proposed
0.8191326677823302,AF,Proposed
0.7757817363255092,AF,Proposed
0.7778840958946018,AF,Proposed
0.8277589832678065,AF,Proposed
0.8332803226251703,AF,Proposed
0.829982444277641,AF,Proposed
0.8170424486711173,AF,Proposed
0.8348839586954299,AF,Proposed
0.8338472278782942,AF,Proposed
0.7675398034610548,AF,Proposed
0.8335149321054913,AF,Proposed
0.8333776981899138,AF,Proposed
0.8187824040594702,AF,Proposed
0.8246503784661029,AF,Proposed
0.8188461315598019,AF,Proposed
0.8268987458389122,AF,Proposed
0.817652332409117,AF,Proposed
0.7685675760341046,AF,Proposed
0.824588781861558,AF,Proposed
0.8366195616577173,AF,Proposed
0.8262599800399202,AF,Proposed
0.8204991798554773,AF,Proposed
0.833998403830806,AF,Proposed
0.8280148998005953,AF,Proposed
0.7715433007629501,AF,Proposed
0.8231650228176064,AF,Proposed
0.8289876227838092,AF,Proposed
0.819193661579227,AF,Proposed
0.8326248405891326,AF,Proposed
0.8108010170494694,AF,Proposed
0.7671055921326777,AF,Proposed
0.8138911024192028,AF,Proposed
0.8238490907832913,AF,Proposed
0.8201570364916245,AF,Proposed
0.8018460859545465,AF,Proposed
0.7609965599327527,AF,Proposed
0.8083002000345739,AF,Proposed
0.8119467048198158,AF,Proposed
0.8248316759740526,AF,Proposed
0.7616057532335104,AF,Proposed
0.825637727253952,AF,Proposed
0.829213880372305,AF,Proposed
0.7559494947535833,AF,Proposed
0.8227801829999657,AF,Proposed
0.818826913102928,AF,Proposed
0.7642172607219874,AF,Proposed
0.767772127793197,AF,Proposed
0.8274654574806515,AF,Proposed
0.8427901157335002,ATR,Proposed
0.8563166887717915,ATR,Proposed
0.8573467155020692,ATR,Proposed
0.8549264875216659,ATR,Proposed
0.8369045195439739,ATR,Proposed
0.8532513486861187,ATR,Proposed
0.8577422437705414,ATR,Proposed
0.8608127322476192,ATR,Proposed
0.831447851543118,ATR,Proposed
0.8467404845902173,ATR,Proposed
0.8501037924647914,ATR,Proposed
0.8612531352498553,ATR,Proposed
0.8567640502170597,ATR,Proposed
0.8619087940002419,ATR,Proposed
0.8525471107041304,ATR,Proposed
0.8461144619688058,ATR,Proposed
0.8123597581901217,ATR,Proposed
0.8125744282693756,ATR,Proposed
0.7276744915635699,ATR,Proposed
0.8585907736858971,ATR,Proposed
0.8591093401264358,ATR,Proposed
0.8476289194091734,ATR,Proposed
0.8532354819722225,ATR,Proposed
0.8486859569949562,ATR,Proposed
0.8599264750488347,ATR,Proposed
0.857376283846872,ATR,Proposed
0.6880250729116789,ATR,Proposed
0.8437203489852121,ATR,Proposed
0.8504726897213036,ATR,Proposed
0.837404047452896,ATR,Proposed
0.8494091681235973,ATR,Proposed
0.8545155578041993,ATR,Proposed
0.8441363158525064,ATR,Proposed
0.8342275715390565,ATR,Proposed
0.8450563994220425,ATR,Proposed
0.8548535825545172,ATR,Proposed
0.8384538633978205,ATR,Proposed
0.8330503129396924,ATR,Proposed
0.8559852479027609,ATR,Proposed
0.85862741397748,ATR,Proposed
0.8415273821022901,ATR,Proposed
0.8572330139977533,ATR,Proposed
0.8559828039168856,ATR,Proposed
0.8497833916175166,ATR,Proposed
0.8295192134846997,ATR,Proposed
0.8098058363242064,ATR,Proposed
0.7418062115357091,ATR,Proposed
0.842258958622055,ATR,Proposed
0.8446441181483917,ATR,Proposed
0.8388926401080351,ATR,Proposed
0.8504305944559328,ATR,Proposed
0.845664790824741,ATR,Proposed
0.8637342044620021,ATR,Proposed
0.8341743983851551,ATR,Proposed
0.7012340399535708,ATR,Proposed
0.833054146229769,ATR,Proposed
0.8485750962772786,ATR,Proposed
0.8500385002665403,ATR,Proposed
0.8451693912539541,ATR,Proposed
0.8274472533738833,ATR,Proposed
0.8399639381400402,ATR,Proposed
0.8479767779390421,ATR,Proposed
0.8453389830508474,ATR,Proposed
0.8172080208552119,ATR,Proposed
0.8521981208676488,ATR,Proposed
0.8472490466993513,ATR,Proposed
0.8554371719258628,ATR,Proposed
0.8557736140170421,ATR,Proposed
0.8488908703143638,ATR,Proposed
0.8398804594390236,ATR,Proposed
0.835203104400388,ATR,Proposed
0.8079647762371033,ATR,Proposed
0.8169747146471066,ATR,Proposed
0.7259764245749362,ATR,Proposed
0.8445768603248919,ATR,Proposed
0.8522235157159488,ATR,Proposed
0.8525363466751152,ATR,Proposed
0.8353040961931847,ATR,Proposed
0.8504633580537759,ATR,Proposed
0.8497292855071062,ATR,Proposed
0.8512958850272665,ATR,Proposed
0.6844689639236302,ATR,Proposed
0.8370741829500259,ATR,Proposed
0.8385619474444689,ATR,Proposed
0.8495560334987444,ATR,Proposed
0.8271218921781229,ATR,Proposed
0.8513213451604368,ATR,Proposed
0.8589094607401243,ATR,Proposed
0.8619590840707441,ATR,Proposed
0.8264814359478732,ATR,Proposed
0.8561499116740368,ATR,Proposed
0.8447882916733397,ATR,Proposed
0.8599196671926553,ATR,Proposed
0.8522465504804896,ATR,Proposed
0.855649087464326,ATR,Proposed
0.8463688485427616,ATR,Proposed
0.8374194027449476,ATR,Proposed
0.8111811311874069,ATR,Proposed
0.8205690332217109,ATR,Proposed
0.7330658994826911,ATR,Proposed
0.8450395961545251,ATR,Proposed
0.8622611557224135,ATR,Proposed
0.8550839737450655,ATR,Proposed
0.8408772169337123,ATR,Proposed
0.8568147563338836,ATR,Proposed
0.8553009802152866,ATR,Proposed
0.8472524420165733,ATR,Proposed
0.6882816650632512,ATR,Proposed
0.8470842035205288,ATR,Proposed
0.8449925061230458,ATR,Proposed
0.8413807299908654,ATR,Proposed
0.8510019922653229,ATR,Proposed
0.86313385214924,ATR,Proposed
0.8644661225672478,ATR,Proposed
0.8387606424997806,ATR,Proposed
0.8508150831549481,ATR,Proposed
0.8587153196622437,ATR,Proposed
0.8617769274825439,ATR,Proposed
0.8528655248029396,ATR,Proposed
0.8649838029460302,ATR,Proposed
0.861818314643679,ATR,Proposed
0.8510869290781933,ATR,Proposed
0.8209941653203733,ATR,Proposed
0.8059782141497501,ATR,Proposed
0.7265625,ATR,Proposed
0.8663932657025686,ATR,Proposed
0.854872981395788,ATR,Proposed
0.852712624802161,ATR,Proposed
0.8482224247948952,ATR,Proposed
0.8500774305259179,ATR,Proposed
0.8586492716660945,ATR,Proposed
0.8543064316453457,ATR,Proposed
0.6974461457078203,ATR,Proposed
0.8427130451044333,ATR,Proposed
0.8544943959839957,ATR,Proposed
0.8141834215600782,ATR,Proposed
0.8288203786438921,ATR,Proposed
0.8340915138690016,ATR,Proposed
0.8438818565400844,ATR,Proposed
0.8187298886710803,ATR,Proposed
0.8432598152577537,ATR,Proposed
0.8396970007165524,ATR,Proposed
0.8281999651975042,ATR,Proposed
0.8488715433794644,ATR,Proposed
0.8419585783687037,ATR,Proposed
0.8506434006613283,ATR,Proposed
0.8137097455836362,ATR,Proposed
0.7889006424314353,ATR,Proposed
0.721974991610371,ATR,Proposed
0.8345683982738448,ATR,Proposed
0.8232818900756179,ATR,Proposed
0.8203489678240683,ATR,Proposed
0.8587108547680258,ATR,Proposed
0.8260134702553202,ATR,Proposed
0.8412389722454762,ATR,Proposed
0.8286611292395926,ATR,Proposed
0.6813214224467206,ATR,Proposed
0.819219557602332,ATR,Proposed
0.8388470228688599,ATR,Proposed
0.865856548082456,ATR,Proposed
0.8548081368469718,ATR,Proposed
0.837793463801637,ATR,Proposed
0.8477805081497847,ATR,Proposed
0.8405543013593352,ATR,Proposed
0.8555769342895458,ATR,Proposed
0.8563771193658652,ATR,Proposed
0.8577844836660935,ATR,Proposed
0.8504247113244702,ATR,Proposed
0.8391913733626034,ATR,Proposed
0.8024278206873735,ATR,Proposed
0.814910539114907,ATR,Proposed
0.7258208563173102,ATR,Proposed
0.8536618974347197,ATR,Proposed
0.8561377313243744,ATR,Proposed
0.8460758050726703,ATR,Proposed
0.8344138565000726,ATR,Proposed
0.8503284675791414,ATR,Proposed
0.8508586711711712,ATR,Proposed
0.8587795315624753,ATR,Proposed
0.6943662364452373,ATR,Proposed
0.8569059597306412,ATR,Proposed
0.8434596649637638,ATR,Proposed
0.8640496011703647,ATR,Proposed
0.833907284768212,ATR,Proposed
0.8549269143238867,ATR,Proposed
0.8486179313007493,ATR,Proposed
0.8658888029802488,ATR,Proposed
0.864505384194196,ATR,Proposed
0.8598890768941531,ATR,Proposed
0.860423738733466,ATR,Proposed
0.8403524293141686,ATR,Proposed
0.8096577830068035,ATR,Proposed
0.8176281748654518,ATR,Proposed
0.7244115278492878,ATR,Proposed
0.8555708073316185,ATR,Proposed
0.8660281101225983,ATR,Proposed
0.8556542847982412,ATR,Proposed
0.841097188969775,ATR,Proposed
0.8626389084259389,ATR,Proposed
0.8583583760532674,ATR,Proposed
0.8595909844065642,ATR,Proposed
0.6780653931859908,ATR,Proposed
0.8609660574412533,ATR,Proposed
0.8481564152452343,ATR,Proposed
0.8428608492605725,ATR,Proposed
0.8591843362872917,ATR,Proposed
0.8566617971129323,ATR,Proposed
0.8649778386364455,ATR,Proposed
0.8602887031733972,ATR,Proposed
0.8733297186577504,ATR,Proposed
0.8653040650016203,ATR,Proposed
0.8515994229142829,ATR,Proposed
0.8184841037233693,ATR,Proposed
0.8114356261876808,ATR,Proposed
0.7285640566012114,ATR,Proposed
0.8621252246287714,ATR,Proposed
0.8602360829782776,ATR,Proposed
0.8559426445912488,ATR,Proposed
0.8515229376106968,ATR,Proposed
0.8586641666366183,ATR,Proposed
0.864404321659053,ATR,Proposed
0.8515551421428986,ATR,Proposed
0.692623187568598,ATR,Proposed
0.8489746043090828,ATR,Proposed
0.8583288436107166,ATR,Proposed
0.8216274733866602,ATR,Proposed
0.8376642598813339,ATR,Proposed
0.8362602274995011,ATR,Proposed
0.8321491791750527,ATR,Proposed
0.8564028128832053,ATR,Proposed
0.8559144608942725,ATR,Proposed
0.8517852755182537,ATR,Proposed
0.8038898780988906,ATR,Proposed
0.7905509039249704,ATR,Proposed
0.7145023454883009,ATR,Proposed
0.8360018157949624,ATR,Proposed
0.8223603984304256,ATR,Proposed
0.8212451001874711,ATR,Proposed
0.8551564911734568,ATR,Proposed
0.8172037642595043,ATR,Proposed
0.8362600258569832,ATR,Proposed
0.8360264325680108,ATR,Proposed
0.6912206991400547,ATR,Proposed
0.835950758933907,ATR,Proposed
0.8497919609115547,ATR,Proposed
0.8355269501494552,ATR,Proposed
0.8528795627699042,ATR,Proposed
0.8588815826960992,ATR,Proposed
0.8556503773961427,ATR,Proposed
0.8514763491785067,ATR,Proposed
0.8382285285357999,ATR,Proposed
0.7947777877134937,ATR,Proposed
0.806668788982821,ATR,Proposed
0.7286106129338538,ATR,Proposed
0.8488326534375072,ATR,Proposed
0.861378496185979,ATR,Proposed
0.8693274763489939,ATR,Proposed
0.8335518648018648,ATR,Proposed
0.8602344454463481,ATR,Proposed
0.8554273604897574,ATR,Proposed
0.8602138346239754,ATR,Proposed
0.6765586942523587,ATR,Proposed
0.8458191385300368,ATR,Proposed
0.8398798025327323,ATR,Proposed
0.8564786461523078,ATR,Proposed
0.8538105478004155,ATR,Proposed
0.8578450426953894,ATR,Proposed
0.8527542240593429,ATR,Proposed
0.8480041472265423,ATR,Proposed
0.8353307798964897,ATR,Proposed
0.8204850393700788,ATR,Proposed
0.7402903656561639,ATR,Proposed
0.8575116793705434,ATR,Proposed
0.8507827433521257,ATR,Proposed
0.8446065455787458,ATR,Proposed
0.844118029377356,ATR,Proposed
0.842648990056907,ATR,Proposed
0.8564564413473875,ATR,Proposed
0.8503763850122642,ATR,Proposed
0.7011212121212121,ATR,Proposed
0.8329042070344778,ATR,Proposed
0.8512190145873713,ATR,Proposed
0.8575775445217596,ATR,Proposed
0.8641128541894686,ATR,Proposed
0.8616696545375261,ATR,Proposed
0.8510403194414797,ATR,Proposed
0.8196277316056397,ATR,Proposed
0.812324382437022,ATR,Proposed
0.7296804028927037,ATR,Proposed
0.8576814326107446,ATR,Proposed
0.8626096761689982,ATR,Proposed
0.858249070543939,ATR,Proposed
0.8548905035953104,ATR,Proposed
0.8628963777082271,ATR,Proposed
0.8685915029092107,ATR,Proposed
0.8529563585171281,ATR,Proposed
0.692475065348501,ATR,Proposed
0.8488055639552464,ATR,Proposed
0.8515135409070121,ATR,Proposed
0.8708181517058629,ATR,Proposed
0.858775837281105,ATR,Proposed
0.84553520215765,ATR,Proposed
0.7987478099556838,ATR,Proposed
0.8107324492608964,ATR,Proposed
0.7164881942135018,ATR,Proposed
0.861903600747785,ATR,Proposed
0.8639165589725408,ATR,Proposed
0.8539419087136929,ATR,Proposed
0.8400093010732949,ATR,Proposed
0.8532146903323263,ATR,Proposed
0.8606955139233298,ATR,Proposed
0.8625574010189395,ATR,Proposed
0.6675520266738248,ATR,Proposed
0.8491912464319695,ATR,Proposed
0.8533621777537408,ATR,Proposed
0.8706651437458991,ATR,Proposed
0.8603570123833159,ATR,Proposed
0.8130395395928808,ATR,Proposed
0.8104318839158783,ATR,Proposed
0.7216966191558218,ATR,Proposed
0.8696162085183279,ATR,Proposed
0.8614851730109921,ATR,Proposed
0.85458432304038,ATR,Proposed
0.8664956854619651,ATR,Proposed
0.8530714563862928,ATR,Proposed
0.8642120333321097,ATR,Proposed
0.8592878491915935,ATR,Proposed
0.6894064877383796,ATR,Proposed
0.8511035415986188,ATR,Proposed
0.8682249364498729,ATR,Proposed
0.85611050472355,ATR,Proposed
0.8136622894283061,ATR,Proposed
0.8062791435755963,ATR,Proposed
0.7264501446374467,ATR,Proposed
0.8540775090300047,ATR,Proposed
0.852461709993545,ATR,Proposed
0.8481650616378392,ATR,Proposed
0.8578079192722423,ATR,Proposed
0.8479309592494727,ATR,Proposed
0.862167729039964,ATR,Proposed
0.8546912364608243,ATR,Proposed
0.6852524545202562,ATR,Proposed
0.8507611853573503,ATR,Proposed
0.8539106593718738,ATR,Proposed
0.8085493908076111,ATR,Proposed
0.7900006328713373,ATR,Proposed
0.7294356220724323,ATR,Proposed
0.84480671853773,ATR,Proposed
0.8385426793700175,ATR,Proposed
0.8374321459642932,ATR,Proposed
0.859926854754441,ATR,Proposed
0.8432493560344286,ATR,Proposed
0.851665571450235,ATR,Proposed
0.840188855578886,ATR,Proposed
0.689562699984763,ATR,Proposed
0.835023396244572,ATR,Proposed
0.858226356112435,ATR,Proposed
0.8255676949443016,ATR,Proposed
0.7679547080219763,ATR,Proposed
0.8077439891458912,ATR,Proposed
0.8081466186146131,ATR,Proposed
0.8102261553588987,ATR,Proposed
0.8146671649848428,ATR,Proposed
0.811526810862518,ATR,Proposed
0.8208247009289581,ATR,Proposed
0.8033660373491815,ATR,Proposed
0.7477370215125667,ATR,Proposed
0.7994062119366626,ATR,Proposed
0.8149775553656916,ATR,Proposed
0.762164481789615,ATR,Proposed
