Proposed,WithoutToms
0.8270200630571722,0.8259220958290244
0.8342136521013925,0.8285090561360905
0.8317388857625211,0.8230707445165276
0.8273697426239799,0.8299156495231566
0.8250790625398348,0.8128918881762592
0.8245611915777775,0.830681579657561
0.8250015433051423,0.8276450721522873
0.8312586791437829,0.8280593325092707
0.8274209586792701,0.8252608313330323
0.8204948490982146,0.8180115937520565
0.8301481216104365,0.826777595759171
0.8398420304619603,0.8359653182757876
0.819430168216706,0.8215133139994727
0.8340089477717082,0.8306367655884478
0.8287839676815016,0.8205708099004542
0.822602845415548,0.8122033816014662
0.8097308609719162,0.8050685378381317
0.8201105114366487,0.8241671632609907
0.7747060228811085,0.7716612077923786
0.8253274266866413,0.8163871897742712
0.8224194420587206,0.8174701586943725
0.8201810961883805,0.8209114483169349
0.8249114186594896,0.8182792638393479
0.810726152674475,0.812125925880916
0.8171936324531383,0.8162162834986744
0.8256821176036303,0.8221489964166687
0.8185854451773218,0.8217725237155102
0.8115999016957484,0.8096274251910757
0.8264582246825302,0.8226222678232752
0.8292667319370589,0.8236787950435658
0.810172547644687,0.8042404319971167
0.821696850071975,0.8161020841350033
0.8158561108214791,0.8098462363559905
0.8222766371570289,0.8179973186061672
0.8048254321183727,0.7996497259429831
0.8139572909513064,0.8078964981707832
0.7812797826248589,0.7764388753219371
0.8187058224325768,0.8079171734258568
0.8208766307938331,0.8182735652290923
0.8270621370114166,0.8151661032336674
0.8218328032167077,0.820736852198092
0.818101534423334,0.8134276615718783
0.8225732287770142,0.8137370543516523
0.820101663035844,0.8177397809243921
0.8248275530848337,0.8191480458615784
0.8332003780022337,0.8247115514302881
0.8357632772384843,0.828577066324643
0.8156074772069929,0.8134733437074976
0.8287005205775464,0.8200047729483971
0.8223988553205163,0.8089336586890409
0.825089065077292,0.8092855713428057
0.8032969941069781,0.7923356171387668
0.8193838221405416,0.8190537166271848
0.7835397996837111,0.7784955281160258
0.8213672340555572,0.8200012019953122
0.8220105693727048,0.8117635316428198
0.8139454731287585,0.8154963509239025
0.8201466802661616,0.8165957292884961
0.8256574900976702,0.8236785904965296
0.8274549098196393,0.8265823080335255
0.8188697414802618,0.8141236198680244
0.8198474024396171,0.8092716747685395
0.8300482255471745,0.8237646075277612
0.8135431107021569,0.8072693124973664
0.8277848678213309,0.8210295939104607
0.8194320221380507,0.809492022046444
0.8196701408912388,0.8107009618708209
0.8080315232177184,0.799618476289682
0.8153723746858463,0.8075581285711592
0.7853390172995945,0.7858386535113174
0.82778397891087,0.8268670092353889
0.8268388804528293,0.8355781300172228
0.8311694582767466,0.8396439452774956
0.8331713043637764,0.8330287363231934
0.8254104077410431,0.8285777098953995
0.8257462024942372,0.8320840540713691
0.826614486136527,0.8279739982211822
0.8353134238459032,0.8362097427739592
0.8219483130108213,0.8254642416144214
0.8362485122014585,0.8365885339085048
0.8277928309679268,0.8258204279984777
0.8205069402534702,0.8186682731492966
0.8079037233569878,0.8083815585820223
0.816406715832418,0.815912529653867
0.7701276744592782,0.7741943724215448
0.8245319098540125,0.8225296487803765
0.8196077274738239,0.815080286943376
0.8257298343498546,0.8216922236643508
0.8262711135820442,0.8218530271918362
0.8328016643550624,0.8296438006741368
0.8308967177991962,0.8198413624168902
0.826787869326881,0.8184942352127048
0.81048681207501,0.8012729349777353
0.833901147239952,0.8274930574557394
0.8258500385055191,0.8138935946156312
0.8316248894131525,0.8242451528742201
0.8095615752558923,0.8009222741338511
0.8106511414125939,0.798038119317353
0.78608581341996,0.7818887483724668
0.8235922603672569,0.8337578834565993
0.8268220187849245,0.8310560396891332
0.8305227848390114,0.8331299971060053
0.8290741347873852,0.8361073350163927
0.8250787087072976,0.8249213017682234
0.8345242931912148,0.8388364594855381
0.8187656228962142,0.8284274169970413
0.8282779612414944,0.8359645587659815
0.8281704534237587,0.8263001366449643
0.8207009491163298,0.8168020707266652
0.8026261443146442,0.8063023572959284
0.8126760735148847,0.8195655620738862
0.778718106711266,0.7823961491576282
0.8282639327535105,0.8320508490930143
0.8270906126252038,0.8245595710605111
0.8236565327946349,0.8300473761997395
0.824437831481437,0.8239457281256923
0.8288888888888889,0.830353648182382
0.8281445252943181,0.8358873404618156
0.8316667667006782,0.8371364706726114
0.8291679266651251,0.8227555952290065
0.8220531544332332,0.8164077773433335
0.8105242588705458,0.8109577765167341
0.8133173754223236,0.8173305764990286
0.765272650089404,0.7642339975651951
0.8286987900658035,0.8303499492065716
0.8265908671943293,0.831090970005819
0.8278234235986193,0.8259892384355361
0.8331972587149608,0.8323768778140699
0.8235358239415722,0.8241917710886176
0.8361076322604963,0.8358072509442587
0.8315768614098614,0.8273050127342241
0.8287090172645182,0.8239859789684527
0.8064580019039223,0.8053053461468449
0.8172181581573993,0.813571684576545
0.7776328659928269,0.7802219068507289
0.8268667788969098,0.8247122695184017
0.8335430942059385,0.8286938522285164
0.831903192926731,0.8306097582304827
0.8275309380426135,0.8245751270417949
0.8379090453374369,0.8356947724220957
0.8370094297778213,0.8324826302941327
0.8269119916154765,0.8236273069506932
0.8057289215176874,0.8015004311930478
0.8142105581423474,0.8110543960856564
0.7865504731271272,0.7864023574860086
0.8285396995140754,0.8270254494513192
0.828568867106954,0.8272546925072486
0.8169073468957521,0.8180736385272295
0.8358912564290962,0.8414992978960187
0.8256217836274293,0.8207895158888354
0.8250270092536052,0.8196086813358212
0.8044623145327396,0.8051861298354285
0.8068587323179026,0.8064794763862868
0.7758524174628434,0.7833943346697511
0.8299491765625764,0.8240737398168538
0.8232957434716281,0.8207461437283271
0.8335395222023373,0.829990146606551
0.8287739906855329,0.8213195944042813
0.8268456697920229,0.8189777133216918
0.8149381571395233,0.8101160139067154
0.8224742087995709,0.8190283602955862
0.7830967060973884,0.7738833727041682
0.8239641098375325,0.8249618201277071
0.8427626834842763,0.8394539765663942
0.8358935049100973,0.8285046673826073
0.8284205707309629,0.8199032102528081
0.8143199439844288,0.8089573566647447
0.823207367418228,0.8193769540814405
0.7851306868106648,0.7833317231829453
0.8310541088880776,0.8349018601514618
0.8292319517530894,0.8227036029273785
0.8143786317224229,0.8071956319840045
0.8018124457963073,0.8018927837619078
0.8006413881827956,0.8051716395569305
0.763024757458978,0.7579756779406214
0.8402210233309,0.8358451995337477
0.8328022324241606,0.82434620247929
0.8115673172178368,0.8132707316314791
0.8197304380381879,0.8159296335287265
0.7765916349026476,0.772723206869673
0.8252152054827006,0.8136675899955286
0.8099076762063767,0.8056006741326038
0.8133036765023013,0.8046387590830132
0.7690860676313765,0.7638187803730992
0.8015226762800313,0.7929999691900053
0.809002349685566,0.7973656109770324
0.7769824886333674,0.7683582920870413
0.8156908065373983,0.8081055386979566
0.7901591502935288,0.7795288752783219
0.7968670368284112,0.7893062170508364
0.8427901157335002,0.8310781852690872
0.8563166887717915,0.8530531019795412
0.8573467155020692,0.8467400115807759
0.8549264875216659,0.8467549874938666
0.8369045195439739,0.8126665820535601
0.8532513486861187,0.8588192319985389
0.8577422437705414,0.8576098386138161
0.8608127322476192,0.8542395977727134
0.831447851543118,0.8171498491695237
0.8467404845902173,0.8400306730912296
0.8501037924647914,0.8246560859569969
0.8612531352498553,0.850997484143014
0.8567640502170597,0.856984976687964
0.8619087940002419,0.8578819341441709
0.8525471107041304,0.839520608009354
0.8461144619688058,0.8254349718601715
0.8123597581901217,0.7948010418547077
0.8125744282693756,0.8254376141922556
0.7276744915635699,0.7191482026598778
0.837404047452896,0.8251382090061129
0.8494091681235973,0.8423730661594563
0.8545155578041993,0.845922359313873
0.8441363158525064,0.8321352839977062
0.8342275715390565,0.8317720204780601
0.8450563994220425,0.840198362908526
0.8548535825545172,0.8499858581635288
0.8384538633978205,0.8336466165413534
0.8330503129396924,0.8253117296508149
0.8559852479027609,0.8421636401155592
0.85862741397748,0.8506480656970417
0.8415273821022901,0.8346697488502011
0.8572330139977533,0.8543520405627082
0.8559828039168856,0.8500942264862087
0.8497833916175166,0.8415176848874598
0.8295192134846997,0.8155992786147233
0.8098058363242064,0.7985634595448486
0.7418062115357091,0.7305404273146209
0.8500385002665403,0.8394714711947193
0.8451693912539541,0.8316035040944582
0.8274472533738833,0.8015193004151576
0.8399639381400402,0.8433699367483903
0.8479767779390421,0.8488101058568034
0.8453389830508474,0.8371054999240504
0.8172080208552119,0.8070843373493976
0.8521981208676488,0.842149607195719
0.8472490466993513,0.8207823960880195
0.8554371719258628,0.8473684210526315
0.8557736140170421,0.8584091065252742
0.8488908703143638,0.8387622149837134
0.8398804594390236,0.8329417785117815
0.835203104400388,0.8102519082107933
0.8079647762371033,0.7892733076104652
0.8169747146471066,0.8281667682783849
0.7259764245749362,0.7186387958984632
0.8495560334987444,0.8438717623790518
0.8271218921781229,0.803384043781694
